accession,species,ncbi_organism_name
GCF_025821465.1,Mycobacterium fallax,Mycolicibacterium fallax
GCF_010726955.1,Mycobacterium fallax,Mycolicibacterium fallax
GCF_002101995.1,Mycobacterium fallax,Mycolicibacterium fallax
GCF_001722335.1,Mycobacterium flavescens,Mycolicibacterium flavescens
GCF_025822705.1,Mycobacterium flavescens,Mycolicibacterium flavescens
GCF_010730355.1,Mycobacterium florentinum,Mycobacterium florentinum
GCF_002101635.1,Mycobacterium florentinum,Mycobacterium florentinum
GCF_025823305.1,Mycobacterium florentinum,Mycobacterium florentinum
GCA_903857655.1,Mycobacterium fluoranthenivorans,uncultured Actinomycetes bacterium
GCF_900100615.1,Mycobacterium fluoranthenivorans,Mycolicibacterium fluoranthenivorans
GCF_025822555.1,Mycobacterium fluoranthenivorans,Mycobacterium hackensackense
GCF_025823075.1,Mycobacterium fluoranthenivorans,Mycolicibacterium fluoranthenivorans
GCF_011758805.1,Mycobacterium fluoranthenivorans,Mycolicibacterium fluoranthenivorans
GCF_014295435.1,Mycobacterium fluoranthenivorans,Mycolicibacterium fluoranthenivorans
GCF_001570465.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum subsp. acetamidolyticum
GCF_030417445.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001667445.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCA_013138535.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001665315.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_029391755.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_030417565.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCA_021249325.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_030417555.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_030417545.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001666795.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCA_001475495.2,Mycobacterium fortuitum,Mycolicibacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841 = JCM 6387
GCF_000295855.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841 = JCM 6387
GCF_022179545.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum subsp. fortuitum
GCF_017915355.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_020227715.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001672845.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001672835.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001667345.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCA_013138515.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_030417415.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCA_000416365.2,Mycobacterium fortuitum,Mycobacterium sp. VKM Ac-1817D
GCF_001665455.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCA_020275685.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_025822205.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001666985.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_017948465.1,Mycobacterium fortuitum,Mycolicibacterium sp. GESEQ-9
GCF_001672855.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001307545.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_020275725.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_029688765.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_027570695.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001954145.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCA_001050075.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841 = JCM 6387
GCF_001665415.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_030417615.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001954035.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001665795.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_030417535.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001673275.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001673325.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_020227835.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001673485.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_006517415.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_029688855.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_001665545.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_030417635.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCA_013138425.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_900453945.1,Mycobacterium fortuitum,Mycolicibacterium fortuitum
GCF_019050325.1,Mycobacterium fortunisiensis,[Mycobacterium] fortunisiensis
GCF_025823245.1,Mycobacterium fragae,Mycobacterium fragae
GCF_002102185.1,Mycobacterium fragae,Mycobacterium fragae
GCF_020622285.1,Mycobacterium fragae,Mycobacterium fragae
GCF_004355025.1,Mycobacterium franklinii,Mycobacteroides franklinii
GCF_002013895.1,Mycobacterium franklinii,Mycobacteroides franklinii
GCA_011064445.1,Mycobacterium franklinii,Mycobacteroides franklinii
GCF_004367185.1,Mycobacterium franklinii,Mycobacteroides franklinii
GCF_004367235.1,Mycobacterium franklinii,Mycobacteroides franklinii
GCF_004366895.1,Mycobacterium franklinii,Mycobacteroides franklinii
GCF_004366145.1,Mycobacterium franklinii,Mycobacteroides franklinii
GCF_004367295.1,Mycobacterium franklinii,Mycobacteroides franklinii
GCF_002013715.1,Mycobacterium franklinii,Mycobacteroides franklinii
GCF_001853795.1,Mycobacterium franklinii,Mycobacteroides franklinii
GCF_002013295.1,Mycobacterium franklinii,Mycobacteroides franklinii
GCF_002086225.1,Mycobacterium franklinii,Mycobacteroides franklinii
GCF_025822145.1,Mycobacterium frederiksbergense,Mycolicibacterium frederiksbergense
GCF_012223425.1,Mycobacterium frederiksbergense,Mycolicibacterium frederiksbergense
GCF_030499155.1,Mycobacterium frederiksbergense_A,Mycolicibacterium frederiksbergense
GCA_019745175.1,Mycobacterium frederiksbergense_A,Mycolicibacterium frederiksbergense
GCA_021732035.1,Mycobacterium frederiksbergense_A,Mycobacterium sp.
GCF_029893345.1,Mycobacterium frederiksbergense_B,Mycolicibacterium frederiksbergense
GCF_029675005.1,Mycobacterium gadium,Mycolicibacterium gadium
GCF_010728925.1,Mycobacterium gadium,Mycolicibacterium gadium
GCF_010726765.1,Mycobacterium gallinarum,Mycobacterium gallinarum
GCF_002102175.1,Mycobacterium gastri,Mycobacterium gastri
GCA_000521195.1,Mycobacterium gastri,Mycobacterium gastri 'Wayne'
GCF_000526915.1,Mycobacterium genavense,Mycobacterium genavense ATCC 51234
GCF_000184435.1,Mycobacterium gilvum,Mycolicibacterium gilvum Spyr1
GCF_900454025.1,Mycobacterium gilvum,Mycolicibacterium gilvum
GCF_019148985.1,Mycobacterium gilvum,Mycolicibacterium sp. PAM1
GCA_002762075.1,Mycobacterium gilvum,Mycobacterium sp. PYR10
GCF_025821885.1,Mycobacterium gilvum,Mycolicibacterium gilvum
GCA_001905305.1,Mycobacterium goodii,Mycobacterium sp. SWH-M5
GCF_018524285.1,Mycobacterium goodii,Mycolicibacterium goodii
GCF_002798385.1,Mycobacterium goodii,Mycolicibacterium goodii
GCF_018524325.1,Mycobacterium goodii,Mycolicibacterium goodii
GCF_018524375.1,Mycobacterium goodii,Mycolicibacterium goodii
GCF_022370755.2,Mycobacterium goodii,Mycolicibacterium goodii
GCF_018524265.1,Mycobacterium goodii,Mycolicibacterium goodii
GCF_018524295.1,Mycobacterium goodii,Mycolicibacterium goodii
GCA_001187505.1,Mycobacterium goodii_B,Mycolicibacterium goodii
GCF_024451565.1,Mycobacterium gordonae,Mycobacterium gordonae
GCF_025821905.1,Mycobacterium gordonae,Mycobacterium gordonae
GCF_002101675.1,Mycobacterium gordonae,Mycobacterium gordonae
GCA_016185315.1,Mycobacterium gordonae,Mycobacterium sp.
GCF_001675225.1,Mycobacterium gordonae,Mycobacterium gordonae
GCA_019745635.1,Mycobacterium gordonae,Mycobacterium gordonae
GCF_001722405.1,Mycobacterium gordonae,Mycobacterium gordonae
GCA_021154995.1,Mycobacterium gordonae,Mycobacterium gordonae
GCA_002786135.1,Mycobacterium gordonae,Mycobacterium sp.
GCF_002786125.1,Mycobacterium gordonae,Mycobacterium sp.
GCF_030755155.1,Mycobacterium gordonae_B,Mycobacterium sp. TY813
GCA_946222935.1,Mycobacterium gordonae_B,Mycobacterium gordonae
GCF_001417955.2,Mycobacterium gordonae_B,Mycobacterium gordonae
GCF_017086405.1,Mycobacterium gordonae_D,Mycobacterium gordonae
GCF_001766635.1,Mycobacterium grossiae,Mycobacterium grossiae
GCF_008329645.1,Mycobacterium grossiae,Mycobacterium grossiae
GCF_026012635.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_015700835.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_019173595.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853865.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_002013535.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853845.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_029025245.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853945.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001440085.1,Mycobacterium gwanakae,Mycobacteroides sp. H002
GCF_015700795.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853925.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853965.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001440205.1,Mycobacterium gwanakae,Mycobacteroides sp. H079
GCF_001440005.1,Mycobacterium gwanakae,Mycobacteroides sp. H001
GCF_001853665.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853585.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_002013725.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_015700725.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_002013855.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCA_000715335.1,Mycobacterium gwanakae,Mycobacteroides abscessus MAB_082312_2273
GCF_001853805.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853535.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001440225.1,Mycobacterium gwanakae,Mycobacteroides sp. H092
GCF_029025165.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853685.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCA_001854035.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_015700775.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853605.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_002013485.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853775.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001440245.1,Mycobacterium gwanakae,Mycobacteroides sp. H101
GCF_001942555.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853985.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_003390495.1,Mycobacterium gwanakae,[Mycobacterium] chelonae subsp. gwanakae
GCF_002013455.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_006494735.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853895.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001440135.1,Mycobacterium gwanakae,Mycobacteroides sp. H003
GCF_016446375.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_002013515.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001440275.1,Mycobacterium gwanakae,Mycobacteroides sp. HXVII
GCF_001853745.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001440125.1,Mycobacterium gwanakae,Mycobacteroides sp. H054
GCF_015700815.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853885.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001440155.1,Mycobacterium gwanakae,Mycobacteroides sp. H063
GCF_015700855.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853615.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853695.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_002013635.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001854015.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCA_002013615.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001440185.1,Mycobacterium gwanakae,Mycobacteroides sp. H070
GCF_002013815.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853715.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_002013595.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_002013825.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_021729805.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853545.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_002013315.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001440105.1,Mycobacterium gwanakae,Mycobacteroides sp. H072
GCF_001440265.1,Mycobacterium gwanakae,Mycobacteroides sp. H110
GCF_002013305.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_002013675.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_016767715.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001853995.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001942575.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_016446355.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCA_001611855.1,Mycobacterium gwanakae,Mycobacterium sp. QIA-37
GCF_001440305.1,Mycobacterium gwanakae,Mycobacteroides sp. HXXIII
GCA_002843405.1,Mycobacterium gwanakae,Mycobacterium sp. MHSD3
GCF_019061385.1,Mycobacterium gwanakae,Mycobacteroides chelonae
GCF_001021435.1,Mycobacterium haemophilum,Mycobacterium haemophilum
GCF_001021405.1,Mycobacterium haemophilum,Mycobacterium haemophilum
GCF_000340435.2,Mycobacterium haemophilum,Mycobacterium haemophilum DSM 44634
GCF_001021415.1,Mycobacterium haemophilum,Mycobacterium haemophilum
GCF_001021485.1,Mycobacterium haemophilum,Mycobacterium haemophilum
GCF_025823035.1,Mycobacterium haemophilum,Mycobacterium haemophilum DSM 44634
GCA_937907505.1,Mycobacterium hassiacum,Mycolicibacterium hassiacum
GCF_019686115.1,Mycobacterium hassiacum,Mycolicibacterium hassiacum
GCF_900603025.1,Mycobacterium hassiacum,Mycolicibacterium hassiacum DSM 44199
GCF_000300375.1,Mycobacterium hassiacum,Mycolicibacterium hassiacum DSM 44199
GCF_027886095.1,Mycobacterium hassiacum,Mycolicibacterium hassiacum DSM 44199
GCF_000379865.1,Mycobacterium hassiacum,Mycolicibacterium hassiacum DSM 44199
GCF_016592155.1,Mycobacterium heckeshornense,Mycobacterium heckeshornense
GCF_016861545.1,Mycobacterium heckeshornense,Mycobacterium heckeshornense
GCF_001077755.1,Mycobacterium heckeshornense,Mycobacterium heckeshornense
GCF_025822025.1,Mycobacterium heckeshornense,Mycobacterium heckeshornense
GCF_001881585.2,Mycobacterium heckeshornense,Mycobacterium heckeshornense
GCF_025821945.1,Mycobacterium heidelbergense,Mycobacterium heidelbergense
GCF_010730745.1,Mycobacterium heidelbergense,Mycobacterium heidelbergense
GCF_002086215.1,Mycobacterium heidelbergense,Mycobacterium heidelbergense
GCA_021780175.1,Mycobacterium helveticum,Actinomycetes bacterium
GCA_027353025.1,Mycobacterium helveticum,Mycobacterium sp.
GCF_007714185.1,Mycobacterium helveticum,Mycobacterium helveticum
GCF_007714205.1,Mycobacterium helveticum,Mycobacterium helveticum
GCF_010731895.1,Mycobacterium helvum,Mycolicibacterium helvum
GCF_019645815.1,Mycobacterium heraklionense,Mycolicibacter heraklionensis
GCF_001021505.1,Mycobacterium heraklionense,Mycolicibacter heraklionensis
GCA_001673575.1,Mycobacterium heraklionense_A,Mycolicibacter heraklionensis
GCA_024758765.1,Mycobacterium heraklionense_C,Mycolicibacter heraklionensis
GCF_002101655.1,Mycobacterium hiberniae,Mycolicibacter hiberniae
GCF_000972925.1,Mycobacterium hiberniae,Mycobacterium sp. UM_Kg1
GCF_025821605.1,Mycobacterium hiberniae,Mycolicibacter hiberniae
GCF_010729485.1,Mycobacterium hiberniae,Mycolicibacter hiberniae
GCF_025821585.1,Mycobacterium hippocampi,Mycolicibacterium hippocampi
GCF_010723735.1,Mycobacterium hippocampi,Mycolicibacterium hippocampi
GCA_021731805.1,Mycobacterium hippocampi_A,Mycobacterium sp.
GCF_013390125.1,Mycobacterium hippocampi_A,Mycolicibacterium hippocampi
GCF_025822245.1,Mycobacterium hodleri,Mycolicibacterium hodleri
GCF_006439015.1,Mycobacterium hodleri_A,Mycolicibacterium hodleri
GCF_006864685.1,Mycobacterium hodleri_B,Mycolicibacterium hodleri
GCF_022558565.1,Mycobacterium holsaticum,Mycolicibacterium holsaticum DSM 44478 = JCM 12374
GCF_019645835.1,Mycobacterium holsaticum,Mycolicibacterium holsaticum DSM 44478 = JCM 12374
GCF_027886245.1,Mycobacterium holsaticum,Mycolicibacterium holsaticum DSM 44478 = JCM 12374
GCF_001722355.1,Mycobacterium holsaticum,Mycolicibacterium holsaticum
GCF_025823315.1,Mycobacterium houstonense,Mycolicibacterium houstonense
GCF_900078665.2,Mycobacterium houstonense,Mycolicibacterium houstonense
GCA_025821245.1,Mycobacterium houstonense,Mycolicibacterium farcinogenes
GCF_900078685.2,Mycobacterium icosiumassiliensis,Mycolicibacter icosiumassiliensis
GCF_001296405.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_002101665.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_000878425.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_002013555.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_001655155.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_001296415.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_001296325.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_001296335.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_001605725.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_001296345.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_001296245.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCA_002863205.1,Mycobacterium immunogenum,Mycobacterium sp.
GCF_001296385.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_030412725.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_001296255.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_001296275.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_001296425.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_001296265.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_025822945.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCF_001677135.1,Mycobacterium immunogenum,Mycobacteroides immunogenum
GCA_001632905.1,Mycobacterium innocens,Mycobacterium kansasii
GCA_002705965.1,Mycobacterium innocens,Mycobacterium kansasii
GCA_001632885.1,Mycobacterium innocens,Mycobacterium kansasii
GCF_900566055.1,Mycobacterium innocens,Mycobacterium innocens
GCA_020438775.1,Mycobacterium insubricum,Mycobacterium sp.
GCF_025821225.1,Mycobacterium insubricum,Mycolicibacterium insubricum
GCF_010731615.1,Mycobacterium insubricum,Mycolicibacterium insubricum
GCF_002086255.1,Mycobacterium insubricum,Mycolicibacterium insubricum
GCF_900078675.2,Mycobacterium interjectum,Mycobacterium interjectum
